"ApplicationID","Hired","AgeBracket","TravelPreference","HiringDepartment","DistanceFromHome","EducationLevel","EducationField","Gender","Role","Internships","StandardHours","Summary","ExtraCurriculars"
"AA17319","No","40 and Over","Travel_Rarely","Research & Development","1","3","Medical","Male","Healthcare Representative","0","80","Hi there. I am a Medical major, with a passion to work in the corporate sector. I have done  in a corporate role.  So far I have completed 0 internships, and can provide references.  I am a hard worker  and would be a good additional at your firm.","Basketball"
"AA17320","No","40 and Over","Travel_Rarely","Sales","1","3","Medical","Male","Sales Executive","1","80","I am a Medical major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have completed 1 internships, building valuable work experience. As you can see, I am very dedicated and I am ready to start at your firm immediately.","Basketball"
"AA17321","No","40 and Over","Travel_Frequently","Research & Development","7","3","Life Sciences","Male","Laboratory Technician","1","80","Hi there. I am a Life Sciences education, and wish to start my career in a corporate role in a corporate role.  I have completed 1 internships.  As you can see, I am highly motivated  and I am ready to start at your firm immediately.","Athletics"
"AA17322","No","Under 40","Travel_Rarely","Research & Development","2","4","Engineering","Male","Research Scientist","8","80","I am a Engineering education, and wish to start my career in a corporate role in a role in the corporate sector.  I have done 8 internships, building valuable work experience.  I am highly motivated  and would be a good additional at your firm.","Athletics"
"AA17323","No","Under 40","Travel_Rarely","Human Resources","24","4","Medical","Male","Human Resources","1","80","I am a Medical education, and wish to start my career in a corporate roleworking for you in this role.  So far I have completed 1 internships.  As you can see, I am highly motivated  and I am a good match for the role.","Football"
"AA17324","No","Under 40","Travel_Rarely","Research & Development","1","2","Life Sciences","Male","Research Scientist","2","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate role working for your company.  Already I have done 2 internships, building valuable work experience.  I am highly motivated  and would be a good additional at your firm.","Soccer, Hockey, Rowing"
"AA17325","No","Under 40","Travel_Rarely","Research & Development","6","3","Life Sciences","Male","Research Director","7","80","I am a Life Sciences education, and wish to start my career in a corporate role working for your company.  I have completed 7 internships, building work experience.  I am very dedicated  and I am a good match for the role.","Football, Tennis, Basketball"
"AA17326","No","Under 40","Travel_Rarely","Research & Development","5","4","Engineering","Male","Healthcare Representative","2","80","Hi there. I am applying for a role after completing my Engineering major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have completed 2 internships, building work experience.  I am highly motivated  and I hope to hear from you soon.","Debating"
"AA17327","No","40 and Over","Travel_Rarely","Sales","8","2","Life Sciences","Male","Sales Executive","5","80","I am a Life Sciences education, and wish to start my career in a corporate role in a role in the corporate sector.  Already I have done 5 internships.  I am highly motivated  and I hope to hear from you soon.","Basketball"
"AA17328","No","40 and Over","Travel_Rarely","Research & Development","27","3","Medical","Male","Healthcare Representative","6","80","Recently I completed my Medical education, and wish to start my career in a corporate role in the corporate sector.  I have already done 6 internships.  As you can see, I am highly motivated  and would be a good additional at your firm.","Hockey"
"AA17329","No","Under 40","Travel_Rarely","Human Resources","1","4","Life Sciences","Male","Human Resources","4","80","Hi there. I am applying for a role after completing my Life Sciences major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have completed 4 internships, building work experience.  I am a hard worker  and I hope to hear from you soon.","Basketball"
"AA17330","No","Under 40","Travel_Rarely","Research & Development","1","2","Life Sciences","Male","Manager","2","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate role in the corporate sector.  I have completed 2 internships, and can provide references.  As you can see, I am a hard worker  and I am a good match for the role.","Rowing"
"AA17331","No","40 and Over","Travel_Rarely","Research & Development","15","2","Life Sciences","Male","Research Director","0","80","Hi there. I am a Life Sciences education, and wish to start my career in a corporate role working for your company.  I have done 0 internships, and can provide references. As you can see, I am very dedicated and I am a good match for the role.","Football"
"AA17332","No","Under 40","Travel_Rarely","Sales","9","3","Marketing","Male","Sales Executive","4","80","I am a Marketing major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have completed 4 internships, building work experience.  As you can see, I am highly motivated  and I am ready to start at your firm immediately.","Basketball"
"AA17333","No","40 and Over","Travel_Rarely","Sales","10","3","Marketing","Male","Sales Representative","1","80","Hi there. I am a Marketing major, with a passion to work in the corporate sector. I have done working for you in this role.  I have done 1 internships, building valuable work experience.  I am highly motivated  and I am a good match for the role.","Hockey"
"AA17334","No","40 and Over","Travel_Rarely","Sales","7","4","Marketing","Male","Sales Executive","0","80","Recently I completed my Marketing education, and wish to start my career in a corporate role in the corporate sector.  I have completed 0 internships, building valuable work experience. As you can see, I am very dedicated and I am a good match for the role.","Soccer"
"AA17335","No","40 and Over","Travel_Rarely","Sales","5","4","Medical","Male","Sales Executive","1","80","Recently I completed my Medical major, with a passion to work in the corporate sector. I have done working for you in this role.  I have done 1 internships, building valuable work experience.  As you can see, I am highly motivated  and I am ready to start at your firm immediately.","Rowing"
"AA17336","No","40 and Over","Travel_Rarely","Research & Development","1","2","Life Sciences","Male","Research Scientist","1","80","Hi there. I am applying for a role after completing my Life Sciences education, and wish to start my career in a corporate roleworking for you in this role.  I have done 1 internships, building valuable work experience.  As you can see, I am highly motivated  and I hope to hear from you soon.","Basketball"
"AA17337","No","40 and Over","Travel_Frequently","Research & Development","9","3","Medical","Male","Research Scientist","1","80","Hi there. I am a Medical major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  Already I have done 1 internships, and can provide references.  I am a hard worker  and I hope to hear from you soon.","Athletics"
"AA17338","No","Under 40","Travel_Rarely","Sales","4","2","Marketing","Male","Manager","2","80","I am a Marketing major, with a passion to work in the corporate sector. I have done  working for your company.  I have already done 2 internships.  As you can see, I am highly motivated  and I am ready to start at your firm immediately.","Basketball"
"AA17339","No","40 and Over","Travel_Rarely","Sales","10","1","Medical","Male","Sales Representative","1","80","Hi there. I am applying for a role after completing my Medical major, with a passion to work in the corporate sector. I have done working for you in this role.  I have completed 1 internships. As you can see, I am very dedicated and would be a good additional at your firm.","Basketball"
"AA17340","No","40 and Over","Travel_Rarely","Research & Development","12","1","Life Sciences","Male","Laboratory Technician","1","80","Recently I completed my Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have done 1 internships, building valuable work experience.  As you can see, I am a hard worker  and I hope to hear from you soon.","Football"
"AA17341","Yes","Under 40","Travel_Rarely","Research & Development","2","4","Medical","Male","Research Director","2","80","Recently I completed my Medical education, and wish to start my career in a corporate roleworking for you in this role.  I have completed 2 internships.  As you can see, I am highly motivated  and I am ready to start at your firm immediately.","Basketball"
"AA17342","No","40 and Over","Travel_Rarely","Sales","1","2","Life Sciences","Male","Sales Executive","6","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  So far I have completed 6 internships.  I am a hard worker  and I am ready to start at your firm immediately.","Debating"
"AA17343","No","40 and Over","Travel_Frequently","Sales","10","3","Marketing","Male","Sales Executive","3","80","Hi there. I am a Marketing major, with a passion to work in the corporate sector. I have done  in the corporate sector.  So far I have completed 3 internships, building valuable work experience.  As you can see, I am a hard worker  and I am ready to start at your firm immediately.","Athletics"
"AA17344","No","Under 40","Travel_Rarely","Research & Development","7","3","Life Sciences","Male","Manufacturing Director","4","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in the corporate sector.  Already I have done 4 internships.  I am very dedicated  and I am ready to start at your firm immediately.","Debating"
"AA17345","No","Under 40","Non-Travel","Research & Development","1","4","Life Sciences","Male","Healthcare Representative","1","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have done 1 internships, and can provide references. As you can see, I am very dedicated and I am a good match for the role.","Debating, Hockey, Rowing"
"AA17346","No","40 and Over","Travel_Rarely","Research & Development","11","4","Life Sciences","Male","Research Scientist","3","80","I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have completed 3 internships. As you can see, I am very dedicated and would be a good additional at your firm.","Soccer, Hockey, Soccer"
"AA17347","No","40 and Over","Non-Travel","Research & Development","26","2","Other","Male","Research Scientist","1","80","Hi there. I am a Other major, with a passion to work in the corporate sector. I have done  in a corporate role.  So far I have completed 1 internships, building valuable work experience.  As you can see, I am a hard worker  and I hope to hear from you soon.","Athletics, Basketball, Athletics"
"AA17348","No","40 and Over","Travel_Rarely","Sales","9","3","Marketing","Male","Sales Executive","1","80","Recently I completed my Marketing education, and wish to start my career in a corporate role working for your company.  I have already done 1 internships.  I am highly motivated  and I hope to hear from you soon.","Rowing, Debating, Hockey"
"AA17349","No","40 and Over","Non-Travel","Research & Development","5","3","Medical","Male","Manufacturing Director","0","80","Hi there. I am a Medical education, and wish to start my career in a corporate roleworking for you in this role.  I have done 0 internships.  As you can see, I am highly motivated  and would be a good additional at your firm.","Athletics"
"AA17350","No","40 and Over","Non-Travel","Sales","4","3","Medical","Male","Sales Executive","1","80","I am a Medical education, and wish to start my career in a corporate role working for your company.  So far I have completed 1 internships, and can provide references.  I am a hard worker  and I am ready to start at your firm immediately.","Tennis"
"AA17351","No","40 and Over","Travel_Frequently","Research & Development","2","1","Life Sciences","Male","Laboratory Technician","0","80","Hi there. I am a Life Sciences education, and wish to start my career in a corporate role in a corporate role.  I have already done 0 internships, building valuable work experience.  I am highly motivated  and I am ready to start at your firm immediately.","Athletics"
"AA17352","No","40 and Over","Non-Travel","Research & Development","11","2","Medical","Male","Healthcare Representative","2","80","Hi there. I am applying for a role after completing my Medical education, and wish to start my career in a corporate role in the corporate sector.  I have already done 2 internships, and can provide references.  As you can see, I am highly motivated  and I am ready to start at your firm immediately.","Football"
"AA17353","No","40 and Over","Travel_Rarely","Sales","8","3","Life Sciences","Male","Sales Executive","0","80","Hi there. I am a Life Sciences education, and wish to start my career in a corporate role in the corporate sector.  Already I have done 0 internships. As you can see, I am very dedicated and would be a good additional at your firm.","Athletics"
"AA17354","No","40 and Over","Travel_Rarely","Sales","8","2","Life Sciences","Male","Sales Executive","5","80","I am a Life Sciences major, with a passion to work in the corporate sector. I have done  working for your company.  I have done 5 internships, and can provide references.  As you can see, I am a hard worker  and I am a good match for the role.","Athletics, Hockey, Tennis"
"AA17355","No","40 and Over","Travel_Rarely","Sales","8","2","Life Sciences","Male","Sales Executive","1","80","Recently I completed my Life Sciences major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have done 1 internships, building valuable work experience. As you can see, I am very dedicated and would be a good additional at your firm.","Athletics"
"AA17356","No","Under 40","Travel_Rarely","Research & Development","19","4","Medical","Male","Manufacturing Director","9","80","Hi there. I am a Medical education, and wish to start my career in a corporate role in a corporate role.  I have done 9 internships. As you can see, I am very dedicated and I am ready to start at your firm immediately.","Debating, Athletics, Hockey"
"AA17357","No","40 and Over","Travel_Rarely","Research & Development","1","1","Engineering","Male","Research Scientist","1","80","Recently I completed my Engineering major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have done 1 internships, building valuable work experience.  As you can see, I am a hard worker  and I am a good match for the role.","Basketball, Hockey, Tennis"
"AA17358","No","Under 40","Travel_Rarely","Sales","3","2","Marketing","Male","Sales Representative","1","80","Hi there. I am applying for a role after completing my Marketing major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have already done 1 internships, building work experience. As you can see, I am very dedicated and I am ready to start at your firm immediately.","Debating, Tennis, Debating"
"AA17359","No","40 and Over","Non-Travel","Research & Development","1","3","Life Sciences","Male","Laboratory Technician","0","80","I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  Already I have done 0 internships, building work experience. As you can see, I am very dedicated and would be a good additional at your firm.","Football"
"AA17360","No","Under 40","Travel_Rarely","Research & Development","1","3","Other","Male","Manager","0","80","Hi there. I am a Other major, with a passion to work in the corporate sector. I have done working for you in this role.  So far I have completed 0 internships.  I am highly motivated  and I am a good match for the role.","Debating"
"AA17361","No","Under 40","Travel_Frequently","Research & Development","21","3","Medical","Male","Laboratory Technician","7","80","Hi there. I am applying for a role after completing my Medical education, and wish to start my career in a corporate role in the corporate sector.  So far I have completed 7 internships.  I am a hard worker  and I am a good match for the role.","Debating, Hockey, Athletics"
"AA17362","No","40 and Over","Travel_Frequently","Research & Development","11","3","Other","Male","Research Director","1","80","Recently I completed my Other major, with a passion to work in the corporate sector. I have done  working for your company.  Already I have done 1 internships. As you can see, I am very dedicated and would be a good additional at your firm.","Debating, Hockey, Tennis, Athletics, Tennis, Basketball"
"AA17363","Yes","Under 40","Travel_Rarely","Research & Development","22","4","Other","Male","Research Director","3","80","Recently I completed my Other major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  Already I have done 3 internships, and can provide references.  I am very dedicated  and I am ready to start at your firm immediately.","Football"
"AA17364","No","Under 40","Travel_Rarely","Research & Development","1","4","Medical","Male","Research Director","2","80","Recently I completed my Medical major, with a passion to work in the corporate sector. I have done  in a corporate role.  So far I have completed 2 internships, building valuable work experience.  I am highly motivated  and would be a good additional at your firm.",""
"AA17365","No","40 and Over","Travel_Rarely","Research & Development","7","3","Life Sciences","Male","Laboratory Technician","3","80","Hi there. I am a Life Sciences education, and wish to start my career in a corporate roleworking for you in this role.  I have completed 3 internships, building work experience. As you can see, I am very dedicated and I am a good match for the role.","Tennis, Rowing, Tennis"
"AA17366","No","40 and Over","Non-Travel","Research & Development","2","4","Life Sciences","Male","Healthcare Representative","2","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have completed 2 internships, building work experience.  I am highly motivated  and I am ready to start at your firm immediately.",""
"AA17367","No","40 and Over","Travel_Rarely","Research & Development","20","1","Life Sciences","Male","Laboratory Technician","0","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate role in a corporate role.  I have done 0 internships.  I am very dedicated  and would be a good additional at your firm.","Basketball, Tennis, Hockey"
"AA17368","No","40 and Over","Travel_Frequently","Research & Development","1","3","Life Sciences","Male","Research Scientist","7","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate roleworking for you in this role.  I have done 7 internships, and can provide references.  As you can see, I am highly motivated  and I am ready to start at your firm immediately.","Athletics"
"AA17369","No","Under 40","Travel_Frequently","Sales","2","4","Medical","Male","Sales Executive","5","80","Hi there. I am applying for a role after completing my Medical education, and wish to start my career in a corporate roleworking for you in this role.  Already I have done 5 internships, building work experience.  I am highly motivated  and I am ready to start at your firm immediately.","Hockey"
"AA17370","No","Under 40","Travel_Frequently","Research & Development","22","5","Medical","Male","Research Director","1","80","Hi there. I am a Medical education, and wish to start my career in a corporate roleworking for you in this role.  I have already done 1 internships, and can provide references.  As you can see, I am a hard worker  and I am ready to start at your firm immediately.","Debating"
"AA17371","No","Under 40","Travel_Rarely","Sales","1","2","Engineering","Male","Manager","3","80","Hi there. I am applying for a role after completing my Engineering major, with a passion to work in the corporate sector. I have done  working for your company.  I have completed 3 internships.  I am highly motivated  and I hope to hear from you soon.","Rowing"
"AA17372","Yes","40 and Over","Travel_Rarely","Sales","8","3","Engineering","Male","Sales Executive","6","80","Recently I completed my Engineering education, and wish to start my career in a corporate role working for your company.  Already I have done 6 internships, building valuable work experience.  I am a hard worker  and would be a good additional at your firm.","Debating, Basketball, Debating, Debating, Rowing, Soccer"
"AA17373","No","40 and Over","Travel_Rarely","Sales","26","1","Medical","Male","Sales Executive","1","80","Hi there. I am applying for a role after completing my Medical education, and wish to start my career in a corporate role in a corporate role.  I have done 1 internships, and can provide references. As you can see, I am very dedicated and I hope to hear from you soon.","Football"
"AA17374","No","40 and Over","Travel_Rarely","Research & Development","8","4","Other","Male","Laboratory Technician","1","80","Hi there. I am applying for a role after completing my Other education, and wish to start my career in a corporate roleworking for you in this role.  Already I have done 1 internships, and can provide references.  I am a hard worker  and I am ready to start at your firm immediately.","Tennis"
"AA17375","No","40 and Over","Travel_Rarely","Research & Development","4","1","Medical","Male","Manager","1","80","Hi there. I am a Medical education, and wish to start my career in a corporate role in a role in the corporate sector.  I have done 1 internships, building work experience.  As you can see, I am highly motivated  and I am a good match for the role.","Tennis"
"AA17376","No","40 and Over","Travel_Rarely","Human Resources","1","3","Human Resources","Male","Human Resources","1","80","Hi there. I am applying for a role after completing my Human Resources major, with a passion to work in the corporate sector. I have done working for you in this role.  I have done 1 internships, building work experience.  I am highly motivated  and I am a good match for the role.",""
"AA17377","No","40 and Over","Non-Travel","Research & Development","24","2","Engineering","Male","Healthcare Representative","1","80","Hi there. I am a Engineering major, with a passion to work in the corporate sector. I have done working for you in this role.  I have already done 1 internships, and can provide references.  I am very dedicated  and I hope to hear from you soon.","Hockey"
"AA17378","No","40 and Over","Travel_Rarely","Sales","1","4","Life Sciences","Male","Sales Executive","0","80","I am a Life Sciences major, with a passion to work in the corporate sector. I have done working for you in this role.  I have done 0 internships, building work experience.  I am a hard worker  and would be a good additional at your firm.","Basketball, Athletics, Tennis"
"AA17379","No","Under 40","Non-Travel","Research & Development","2","1","Life Sciences","Male","Manager","0","80","Hi there. I am a Life Sciences education, and wish to start my career in a corporate role working for your company.  So far I have completed 0 internships, building valuable work experience.  I am very dedicated  and I hope to hear from you soon.","Tennis"
"AA17380","No","Under 40","Travel_Rarely","Research & Development","10","2","Life Sciences","Male","Research Scientist","3","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have already done 3 internships, building valuable work experience.  I am a hard worker  and I am ready to start at your firm immediately.","Athletics, Athletics, Hockey, Debating, Tennis, Football"
"AA17381","No","40 and Over","Travel_Rarely","Sales","18","3","Medical","Male","Sales Executive","1","80","Recently I completed my Medical education, and wish to start my career in a corporate role in a role in the corporate sector.  So far I have completed 1 internships, building valuable work experience.  As you can see, I am a hard worker  and I am a good match for the role.","Rowing, Rowing, Tennis"
"AA17382","No","40 and Over","Non-Travel","Sales","22","4","Other","Male","Sales Executive","0","80","Hi there. I am applying for a role after completing my Other education, and wish to start my career in a corporate roleworking for you in this role.  I have already done 0 internships, building valuable work experience.  As you can see, I am highly motivated  and I am a good match for the role.",""
"AA17383","No","40 and Over","Travel_Rarely","Research & Development","7","3","Other","Male","Manufacturing Director","3","80","I am a Other major, with a passion to work in the corporate sector. I have done  working for your company.  I have already done 3 internships.  I am very dedicated  and would be a good additional at your firm.","Basketball"
"AA17384","Yes","40 and Over","Travel_Frequently","Research & Development","9","4","Medical","Male","Research Director","9","80","Recently I completed my Medical education, and wish to start my career in a corporate role in a role in the corporate sector.  I have already done 9 internships.  I am a hard worker  and I am ready to start at your firm immediately.","Rowing, Hockey, Rowing"
"AA17385","No","40 and Over","Travel_Rarely","Research & Development","2","3","Life Sciences","Male","Healthcare Representative","1","80","I am a Life Sciences education, and wish to start my career in a corporate role in a role in the corporate sector.  I have completed 1 internships, and can provide references.  I am a hard worker  and I am a good match for the role.","Tennis"
"AA17386","No","40 and Over","Travel_Frequently","Sales","2","2","Life Sciences","Male","Sales Executive","1","80","I am a Life Sciences education, and wish to start my career in a corporate role in a role in the corporate sector.  I have done 1 internships, building valuable work experience.  As you can see, I am highly motivated  and I hope to hear from you soon.","Tennis"
"AA17387","No","40 and Over","Travel_Frequently","Research & Development","5","3","Medical","Male","Laboratory Technician","0","80","Hi there. I am applying for a role after completing my Medical education, and wish to start my career in a corporate role working for your company.  I have done 0 internships.  I am very dedicated  and would be a good additional at your firm.","Tennis"
"AA17388","No","40 and Over","Travel_Rarely","Research & Development","1","3","Life Sciences","Male","Laboratory Technician","3","80","I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  So far I have completed 3 internships, building valuable work experience.  I am very dedicated  and I hope to hear from you soon.","Athletics"
"AA17389","No","40 and Over","Travel_Rarely","Research & Development","4","1","Life Sciences","Male","Research Scientist","7","80","Recently I completed my Life Sciences major, with a passion to work in the corporate sector. I have done working for you in this role.  I have done 7 internships. As you can see, I am very dedicated and I am ready to start at your firm immediately.","Soccer"
"AA17390","No","40 and Over","Travel_Rarely","Human Resources","8","2","Medical","Male","Human Resources","9","80","I am a Medical major, with a passion to work in the corporate sector. I have done  in a corporate role.  So far I have completed 9 internships.  As you can see, I am highly motivated  and I hope to hear from you soon.","Football"
"AA17391","No","Under 40","Non-Travel","Human Resources","2","4","Human Resources","Male","Manager","9","80","Hi there. I am a Human Resources education, and wish to start my career in a corporate role working for your company.  I have completed 9 internships, and can provide references.  I am highly motivated  and I am ready to start at your firm immediately.","Soccer, Soccer, Athletics, Basketball, Rowing, Soccer"
"AA17392","Yes","40 and Over","Travel_Rarely","Human Resources","8","4","Engineering","Male","Human Resources","1","80","Hi there. I am applying for a role after completing my Engineering education, and wish to start my career in a corporate role in the corporate sector.  I have completed 1 internships, building work experience.  As you can see, I am a hard worker  and I hope to hear from you soon.","Hockey"
"AA17393","No","Under 40","Travel_Rarely","Research & Development","2","3","Life Sciences","Male","Healthcare Representative","1","80","I am a Life Sciences education, and wish to start my career in a corporate role in a corporate role.  I have done 1 internships, building work experience. As you can see, I am very dedicated and would be a good additional at your firm.","Rowing, Basketball, Hockey, Athletics, Debating, Tennis"
"AA17394","No","40 and Over","Travel_Frequently","Sales","26","4","Marketing","Male","Sales Executive","5","80","Hi there. I am a Marketing major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  Already I have done 5 internships.  I am very dedicated  and would be a good additional at your firm.","Rowing, Athletics, Hockey"
"AA17395","No","Under 40","Non-Travel","Research & Development","18","4","Life Sciences","Male","Manufacturing Director","1","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate roleworking for you in this role.  I have done 1 internships, building valuable work experience.  I am highly motivated  and I hope to hear from you soon.","Tennis, Rowing, Tennis, Tennis, Rowing, Football"
"AA17396","No","40 and Over","Non-Travel","Research & Development","1","4","Medical","Male","Research Director","2","80","Hi there. I am a Medical major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have already done 2 internships, building work experience.  As you can see, I am a hard worker  and would be a good additional at your firm.","Soccer, Football, Debating, Soccer, Basketball, Debating"
"AA17397","No","Under 40","Travel_Rarely","Sales","1","1","Medical","Male","Sales Executive","7","80","Recently I completed my Medical education, and wish to start my career in a corporate role in a role in the corporate sector.  I have completed 7 internships, and can provide references. As you can see, I am very dedicated and I am a good match for the role.",""
"AA17398","No","40 and Over","Travel_Rarely","Sales","29","2","Medical","Male","Sales Executive","5","80","I am a Medical education, and wish to start my career in a corporate role in the corporate sector.  Already I have done 5 internships, building work experience.  As you can see, I am highly motivated  and I am a good match for the role.","Debating, Basketball, Hockey"
"AA17399","No","Under 40","Non-Travel","Sales","26","2","Life Sciences","Male","Sales Executive","8","80","I am a Life Sciences education, and wish to start my career in a corporate roleworking for you in this role.  I have already done 8 internships.  As you can see, I am a hard worker  and I am a good match for the role.","Basketball"
"AA17400","No","40 and Over","Travel_Rarely","Research & Development","29","1","Life Sciences","Male","Manufacturing Director","1","80","I am a Life Sciences major, with a passion to work in the corporate sector. I have done working for you in this role.  I have completed 1 internships.  As you can see, I am highly motivated  and I hope to hear from you soon.","Tennis"
"AA17401","No","40 and Over","Travel_Frequently","Research & Development","18","2","Life Sciences","Male","Manufacturing Director","2","80","Recently I completed my Life Sciences major, with a passion to work in the corporate sector. I have done  working for your company.  I have completed 2 internships, building work experience.  As you can see, I am a hard worker  and would be a good additional at your firm.","Soccer"
"AA17402","No","40 and Over","Travel_Rarely","Research & Development","3","3","Life Sciences","Male","Laboratory Technician","1","80","Hi there. I am a Life Sciences education, and wish to start my career in a corporate roleworking for you in this role.  Already I have done 1 internships, building work experience.  As you can see, I am highly motivated  and I hope to hear from you soon.","Hockey"
"AA17403","No","Under 40","Travel_Rarely","Research & Development","7","4","Medical","Male","Research Scientist","4","80","Hi there. I am applying for a role after completing my Medical education, and wish to start my career in a corporate role in a role in the corporate sector.  I have completed 4 internships, building valuable work experience.  I am very dedicated  and would be a good additional at your firm.","Tennis"
"AA17404","No","40 and Over","Travel_Rarely","Sales","9","2","Medical","Male","Sales Executive","0","80","Hi there. I am applying for a role after completing my Medical education, and wish to start my career in a corporate roleworking for you in this role.  So far I have completed 0 internships, and can provide references.  I am highly motivated  and I am ready to start at your firm immediately.","Basketball"
"AA17405","No","40 and Over","Non-Travel","Research & Development","9","3","Medical","Female","Manufacturing Director","7","80","Hi there. I am a Medical major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have already done 7 internships, and can provide references.  I am a hard worker  and I am ready to start at your firm immediately.","Netball"
"AA17406","No","40 and Over","Travel_Rarely","Research & Development","8","3","Medical","Male","Research Scientist","1","80","I am a Medical major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have completed 1 internships, building work experience. As you can see, I am very dedicated and would be a good additional at your firm.","Hockey"
"AA17407","No","Under 40","Travel_Rarely","Research & Development","5","3","Other","Male","Manager","4","80","I am a Other major, with a passion to work in the corporate sector. I have done  working for your company.  So far I have completed 4 internships, building valuable work experience.  I am very dedicated  and I am a good match for the role.","Basketball, Rowing, Athletics"
"AA17408","No","40 and Over","Travel_Rarely","Sales","10","3","Medical","Male","Sales Executive","9","80","Recently I completed my Medical major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have done 9 internships, building work experience.  I am highly motivated  and would be a good additional at your firm.","Basketball"
"AA17409","No","40 and Over","Travel_Rarely","Research & Development","9","2","Life Sciences","Male","Research Scientist","1","80","Hi there. I am applying for a role after completing my Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  So far I have completed 1 internships, and can provide references.  I am a hard worker  and I hope to hear from you soon.","Basketball"
"AA17410","No","Under 40","Travel_Rarely","Sales","1","1","Life Sciences","Male","Sales Executive","1","80","I am a Life Sciences education, and wish to start my career in a corporate role in a role in the corporate sector.  So far I have completed 1 internships, building valuable work experience.  As you can see, I am a hard worker  and I am ready to start at your firm immediately.","Hockey"
"AA17411","No","40 and Over","Travel_Rarely","Sales","8","4","Marketing","Male","Sales Executive","0","80","I am a Marketing major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  Already I have done 0 internships.  I am very dedicated  and would be a good additional at your firm.","Tennis"
"AA17412","No","Under 40","Travel_Rarely","Research & Development","18","4","Life Sciences","Male","Research Director","1","80","Hi there. I am applying for a role after completing my Life Sciences major, with a passion to work in the corporate sector. I have done  in the corporate sector.  So far I have completed 1 internships.  As you can see, I am a hard worker  and I am ready to start at your firm immediately.","Rowing, Soccer, Rowing, Soccer, Football, Athletics"
"AA17413","No","Under 40","Travel_Rarely","Research & Development","7","3","Life Sciences","Male","Research Director","3","80","Hi there. I am applying for a role after completing my Life Sciences major, with a passion to work in the corporate sector. I have done working for you in this role.  I have already done 3 internships, building work experience. As you can see, I am very dedicated and I am a good match for the role.","Tennis"
"AA17414","No","Under 40","Travel_Rarely","Research & Development","3","3","Life Sciences","Male","Research Director","3","80","I am a Life Sciences major, with a passion to work in the corporate sector. I have done working for you in this role.  I have done 3 internships, building work experience.  As you can see, I am a hard worker  and I am a good match for the role.","Basketball, Basketball, Soccer"
"AA17415","No","40 and Over","Travel_Rarely","Sales","28","4","Life Sciences","Male","Sales Representative","0","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done working for you in this role.  So far I have completed 0 internships, and can provide references.  As you can see, I am a hard worker  and would be a good additional at your firm.","Soccer, Basketball, Soccer"
"AA17416","No","40 and Over","Travel_Frequently","Research & Development","3","3","Life Sciences","Male","Research Scientist","1","80","Hi there. I am applying for a role after completing my Life Sciences major, with a passion to work in the corporate sector. I have done working for you in this role.  I have completed 1 internships.  As you can see, I am highly motivated  and I hope to hear from you soon.","Rowing"
"AA17417","No","Under 40","Travel_Frequently","Research & Development","27","3","Life Sciences","Male","Manufacturing Director","8","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate role in a role in the corporate sector.  I have already done 8 internships, and can provide references.  I am very dedicated  and I am ready to start at your firm immediately.","Hockey"
