"clue","answer","pg"
"Flashdance song whose lyrics were changed to make a mad killer a mad dancer","""Maniac""","http://www.j-archive.com/suggestcorrection.php?clue_id=20089"
"Reg Smythe's pub-crawling comic strip husband of Flo","Andy Capp","http://www.j-archive.com/suggestcorrection.php?clue_id=20104"
"Type of organism that lives off of another, contributing nothing","a parasite","http://www.j-archive.com/suggestcorrection.php?clue_id=20094"
"Teenagers' tooth wear or what the British call suspenders","braces","http://www.j-archive.com/suggestcorrection.php?clue_id=20099"
"Gene Wilder's remake of the '77 French comedy Pardon mon Affaire","<i>The Woman in Red</i>","http://www.j-archive.com/suggestcorrection.php?clue_id=20090"
"Donny Osmond made his debut at the age of 4 on his show","<i>The Andy Williams Show</i>","http://www.j-archive.com/suggestcorrection.php?clue_id=20105"
"Shattering sound that accompanies breaking the sound barrier","a sonic boom","http://www.j-archive.com/suggestcorrection.php?clue_id=20095"
"Penitents once wore this rough cloth with ashes","a sackcloth","http://www.j-archive.com/suggestcorrection.php?clue_id=20100"
"Taxi reverend who played bad guys in Star Trek III & Buckaroo Banzai","Christopher Lloyd","http://www.j-archive.com/suggestcorrection.php?clue_id=20091"
"An 8-hour static film of the Empire State Building was done by this pop artist","Andy Warhol","http://www.j-archive.com/suggestcorrection.php?clue_id=20106"
"Grimm stories","fairy tales","http://www.j-archive.com/suggestcorrection.php?clue_id=20107"
"In his memoirs, he insists he really won in 1960","Richard Nixon","http://www.j-archive.com/suggestcorrection.php?clue_id=20112"
"Asia's population giant, finally admitted to U.N. in 1971","(The People's Republic of) China","http://www.j-archive.com/suggestcorrection.php?clue_id=20114"
"32 body appendages you masticate with","your teeth","http://www.j-archive.com/suggestcorrection.php?clue_id=20119"
"Literary point of view when I write like this","first person singular","http://www.j-archive.com/suggestcorrection.php?clue_id=20108"
"Phrase My hat is in the ring originated with this 1912 Bull Moose candidate","Teddy Roosevelt","http://www.j-archive.com/suggestcorrection.php?clue_id=20113"
"Including, in 19th century, one quarter of world's land & people, the sun never set on it","the British Empire","http://www.j-archive.com/suggestcorrection.php?clue_id=20115"
"This cheeky muscle is the body's largest","the gluteus maximus","http://www.j-archive.com/suggestcorrection.php?clue_id=20120"
"Position of ball after a stroke, which is sometimes a fib","the lie","http://www.j-archive.com/suggestcorrection.php?clue_id=20124"
"Language of Chaucer","Middle English","http://www.j-archive.com/suggestcorrection.php?clue_id=20109"
"Sinatra, Gifford & McGee or Germanic peoples who helped conquer Rome","the Franks","http://www.j-archive.com/suggestcorrection.php?clue_id=20116"
"Where a doctor hammers out a patellar reflex","the kneecap","http://www.j-archive.com/suggestcorrection.php?clue_id=20121"
"Super Mex","Lee Trevino","http://www.j-archive.com/suggestcorrection.php?clue_id=20125"
"Niagara Falls borders on this Canadian province","Ontario","http://www.j-archive.com/suggestcorrection.php?clue_id=20128"
"Vowel missing from entire 50,000 word text of Ernest Wright's Gadsby","E","http://www.j-archive.com/suggestcorrection.php?clue_id=20110"
"Nicaraguan guerrilla group that overthrew Somoza","the Sandinistas","http://www.j-archive.com/suggestcorrection.php?clue_id=20117"
"A turkey's wishbone or your collarbone","a clavicle","http://www.j-archive.com/suggestcorrection.php?clue_id=20122"
"In '76, Judy Rankin was 1st woman pro to win this amount in a season","$100,000","http://www.j-archive.com/suggestcorrection.php?clue_id=20126"
"In the '20s, Hemingway & Fitzgerald were among these missing literary offspring","The Lost Generation","http://www.j-archive.com/suggestcorrection.php?clue_id=20111"
"In 1888, it was last country in W. Hemisphere to abolish slavery","Brazil","http://www.j-archive.com/suggestcorrection.php?clue_id=20118"
"The 4 large veins that return blood to the heart from the head & neck","the jugular veins","http://www.j-archive.com/suggestcorrection.php?clue_id=20123"
"The Ryder Cup matches are between pros of these two countries","the U.S. and Great Britain","http://www.j-archive.com/suggestcorrection.php?clue_id=20127"
"The 2 states that don't border any others","Alaska and Hawaii","http://www.j-archive.com/suggestcorrection.php?clue_id=20031"
"Goodyear's gasbag","the blimp","http://www.j-archive.com/suggestcorrection.php?clue_id=20032"
"The 2nd book of the Old Testament","Exodus","http://www.j-archive.com/suggestcorrection.php?clue_id=20046"
"Parker Bros, has made balls, boomerangs & ping pong paddles out of this soft material","Nerf (or foam rubber)","http://www.j-archive.com/suggestcorrection.php?clue_id=20037"
"Cypress Gardens show done on water, not on snow","water skiing","http://www.j-archive.com/suggestcorrection.php?clue_id=20048"
"What Satchmo played","the trumpet","http://www.j-archive.com/suggestcorrection.php?clue_id=20053"
"The Wolverine State, in 1847 became 1st to abolish capital punishment","Michigan","http://www.j-archive.com/suggestcorrection.php?clue_id=20042"
"Nickname of Gil Gerard's futuristic Capt. William Rogers","Buck","http://www.j-archive.com/suggestcorrection.php?clue_id=20033"
"Image of worship built of old jewelry while Moses was on the mountain","the golden calf","http://www.j-archive.com/suggestcorrection.php?clue_id=20047"
"As scissors beats paper, so paper beats this","rock (or a stone)","http://www.j-archive.com/suggestcorrection.php?clue_id=20038"
"Fishing from a moving boat","trolling","http://www.j-archive.com/suggestcorrection.php?clue_id=20049"
"As Duke Ellington wrote, It don't mean a thing if it ain't got this","the swing","http://www.j-archive.com/suggestcorrection.php?clue_id=20054"
"Region originally called Indian Territory, it now has no Fed. reservations","Oklahoma","http://www.j-archive.com/suggestcorrection.php?clue_id=20043"
"To give by will","bequeath","http://www.j-archive.com/suggestcorrection.php?clue_id=20034"
"Total number of dots on the highest standard domino","12","http://www.j-archive.com/suggestcorrection.php?clue_id=20039"
"What an unlucky surfer has just experienced in this song","wipeout","http://www.j-archive.com/suggestcorrection.php?clue_id=20050"
"Western neighbor of Tenn. & Miss.; it has only diamond field in N. America","Arkansas","http://www.j-archive.com/suggestcorrection.php?clue_id=20044"
"Quality of a Scot's brogue which makes the R r-r-r-oll","a burr","http://www.j-archive.com/suggestcorrection.php?clue_id=20035"
"Thrown out by G.E. in 1949, this stretchy stuff became a national fad","Silly Putty","http://www.j-archive.com/suggestcorrection.php?clue_id=20040"
"Competitor in this sport was the model for nude male torso atop L.A.'s Olympic gate","water polo","http://www.j-archive.com/suggestcorrection.php?clue_id=20051"
"Midwest state whose native sons include Marlon Brando, Nick Nolte & Henry Fonda","Nebraska","http://www.j-archive.com/suggestcorrection.php?clue_id=20045"
"Australian bay named for the many plants growing on its shores","Botany Bay","http://www.j-archive.com/suggestcorrection.php?clue_id=20036"
"Said to be a be a weapon in the Philippines, Duncan made them toys for the U.S.","a yo-yo","http://www.j-archive.com/suggestcorrection.php?clue_id=20041"
"Name of yacht immortalized after winning the 100-Guinea Cup away from England in 1851","the <i>America</i>","http://www.j-archive.com/suggestcorrection.php?clue_id=20052"
"Omar Khayyam's ancient Iran","Persia","http://www.j-archive.com/suggestcorrection.php?clue_id=20055"
"According to Reader's Digest, it's the best medicine","laughter","http://www.j-archive.com/suggestcorrection.php?clue_id=20060"
"Old-man, hedgehog & barrel","kinds of cacti","http://www.j-archive.com/suggestcorrection.php?clue_id=20064"
"Lowest member of a movie crew whose job is to go for anything","a gofer (or a runner or a production assistant)","http://www.j-archive.com/suggestcorrection.php?clue_id=20069"
"Oceangoing boats can travel 2300 miles up this river to Iquitos, Peru","the Amazon","http://www.j-archive.com/suggestcorrection.php?clue_id=20074"
"People with this deficiency can't get mad and see red","colorblindness","http://www.j-archive.com/suggestcorrection.php?clue_id=20078"
"Ancient Yucatan tribe that had no schools but were excellent astronomers","the Mayans","http://www.j-archive.com/suggestcorrection.php?clue_id=20056"
"Alexander Pope said it springs eternal in the human breast","hope","http://www.j-archive.com/suggestcorrection.php?clue_id=20061"
"This lowest point figured in Ronald Reagan's career","Death Valley","http://www.j-archive.com/suggestcorrection.php?clue_id=20065"
"For 10% of the bail, he'll spring you from jail","a bail bondsman","http://www.j-archive.com/suggestcorrection.php?clue_id=20070"
"Crazed by presence of blood, these carnivorous fresh-water fish even eat each other","piranha","http://www.j-archive.com/suggestcorrection.php?clue_id=20075"
"Snooty specs on a stick","a lorgnette","http://www.j-archive.com/suggestcorrection.php?clue_id=20079"
"In '38, the Munich Agreement allowed Germany to partition this country","Czechoslovakia","http://www.j-archive.com/suggestcorrection.php?clue_id=20057"
"Stuffy British monarch who said when she saw herself imitated, We are not amused","Queen Victoria","http://www.j-archive.com/suggestcorrection.php?clue_id=20062"
"Greek for fertile land, buildings are built around but not on these watering spots","oases","http://www.j-archive.com/suggestcorrection.php?clue_id=20066"
"He raises penmanship to a fine art","a calligrapher","http://www.j-archive.com/suggestcorrection.php?clue_id=20071"
"Over 1/3 of its population lives in its capital, Montevideo","Uruguay","http://www.j-archive.com/suggestcorrection.php?clue_id=20076"
"Called hyperopia, it's the opposite of myopia","farsightedness","http://www.j-archive.com/suggestcorrection.php?clue_id=20080"
"With the Angles & Jutes, they conquered 5th century England","the Saxons","http://www.j-archive.com/suggestcorrection.php?clue_id=20058"
"In Trees, he claimed that poems are made by fools like me","Joyce Kilmer","http://www.j-archive.com/suggestcorrection.php?clue_id=20063"
"Artist famous for her paintings of the deserts of the American southwest","Georgia O'Keeffe","http://www.j-archive.com/suggestcorrection.php?clue_id=20067"
"Horse racing fixtures the British call turf accountants","bookies","http://www.j-archive.com/suggestcorrection.php?clue_id=20072"
"These were first made in 1887 by German physiologist A.E. Fick","contact lenses","http://www.j-archive.com/suggestcorrection.php?clue_id=20081"
"Many of them left France when Louis XIV revoked the Edict of Nantes","the Huguenots","http://www.j-archive.com/suggestcorrection.php?clue_id=20059"
"Coldest, most northern desert in the world","the Gobi","http://www.j-archive.com/suggestcorrection.php?clue_id=20068"
"What a fletcher makes","arrows","http://www.j-archive.com/suggestcorrection.php?clue_id=20073"
"Famous William Hudson novel set in South American jungle","<i>Green Mansions</i>","http://www.j-archive.com/suggestcorrection.php?clue_id=20077"
"You have to keep an eye on this M.D.","an ophthalmologist","http://www.j-archive.com/suggestcorrection.php?clue_id=20082"
"Cooties; the lousiest insects of all","lice","http://www.j-archive.com/suggestcorrection.php?clue_id=19982"
"Colors that blend to make chartreuse","green and yellow","http://www.j-archive.com/suggestcorrection.php?clue_id=19983"
"Where the crooked man, the crooked cat, & the crooked mouse all lived","in a little crooked house","http://www.j-archive.com/suggestcorrection.php?clue_id=19988"
"Length of a full count","ten","http://www.j-archive.com/suggestcorrection.php?clue_id=19990"
"Time when the raven came rapping","midnight","http://www.j-archive.com/suggestcorrection.php?clue_id=20002"
"What MTV plays 24 hours a day","music videos","http://www.j-archive.com/suggestcorrection.php?clue_id=20003"
"These insects flash yellow lights to find mates","fireflies (or lightning bugs or glowworms)","http://www.j-archive.com/suggestcorrection.php?clue_id=19992"
"When you're blooming with health, you're in it","in the pink","http://www.j-archive.com/suggestcorrection.php?clue_id=19984"
"He killed Cock Robin","the sparrow","http://www.j-archive.com/suggestcorrection.php?clue_id=19989"
"Term for tossing the terrycloth","throwing in the towel","http://www.j-archive.com/suggestcorrection.php?clue_id=19991"
"Cable channel where you'd find Mouseterpiece Theatre","the Disney Channel","http://www.j-archive.com/suggestcorrection.php?clue_id=20004"
"Gatherings of this type of grasshopper have covered 2,000 square miles at a time","locust swarms","http://www.j-archive.com/suggestcorrection.php?clue_id=19993"
"Ring Lardner, Dalton Trumbo, & Will Geer were on one in the 50s","a blacklist","http://www.j-archive.com/suggestcorrection.php?clue_id=19985"
"His kisses drove girls to tears","Georgie Porgie","http://www.j-archive.com/suggestcorrection.php?clue_id=19996"
"Meaning of TKO","technical knockout","http://www.j-archive.com/suggestcorrection.php?clue_id=19999"
"Comedy group which went from CBC to NBC to Cinemax","SCTV","http://www.j-archive.com/suggestcorrection.php?clue_id=20005"
"Its name comes from its worshipful appearance, not its voracious appetite","a praying mantis","http://www.j-archive.com/suggestcorrection.php?clue_id=19994"
"Colorful causeway Elton John bids adieu to in '73 hit","the Yellow Brick Road","http://www.j-archive.com/suggestcorrection.php?clue_id=19986"
"At the count of 7, all good children go there","heaven","http://www.j-archive.com/suggestcorrection.php?clue_id=19997"
"In '81, he got $12 mil. for beating welterweight Thomas Hearns","Sugar Ray Leonard","http://www.j-archive.com/suggestcorrection.php?clue_id=20000"
"His flagship station is WTBA, Atlanta","Ted Turner","http://www.j-archive.com/suggestcorrection.php?clue_id=20006"
"The Bible says a sluggard should consider this industrious insect","an ant","http://www.j-archive.com/suggestcorrection.php?clue_id=19995"
"It was said rajahs gave their rivals these animals to create financial burden","white elephants","http://www.j-archive.com/suggestcorrection.php?clue_id=19987"
"Mother Goose's mode of transportation","a goose (or gander)","http://www.j-archive.com/suggestcorrection.php?clue_id=19998"
"In '65, it took Muhammad Ali less than 2 min. to beat him","Sonny Liston","http://www.j-archive.com/suggestcorrection.php?clue_id=20001"
"Actress who started the Faerie Tale Theatre","Shelley Duvall","http://www.j-archive.com/suggestcorrection.php?clue_id=20007"
"The Star of India is this type of precious stone","a sapphire","http://www.j-archive.com/suggestcorrection.php?clue_id=20008"
"Though it's been moved, it's still revered as Pilgrims' landing spot","Plymouth Rock","http://www.j-archive.com/suggestcorrection.php?clue_id=20013"
"Collective name for poisonous mushrooms","toadstools","http://www.j-archive.com/suggestcorrection.php?clue_id=20017"
"The larger Kansas City is in this state","Missouri","http://www.j-archive.com/suggestcorrection.php?clue_id=20021"
"Prison people","inmates","http://www.j-archive.com/suggestcorrection.php?clue_id=20026"
"The mouth of the Mississippi or a Helen Reddy Dawn","a delta","http://www.j-archive.com/suggestcorrection.php?clue_id=20009"
"Favorite movie munch, introduced to the Pilgrims by the Indians","popcorn","http://www.j-archive.com/suggestcorrection.php?clue_id=20014"
"Because like an eye, they close at night, the English first called these flowers day's eyes","daisies","http://www.j-archive.com/suggestcorrection.php?clue_id=20018"
"The Alamo is in the downtown of this city","San Antonio","http://www.j-archive.com/suggestcorrection.php?clue_id=20022"
"Something you can't do without","indispensable","http://www.j-archive.com/suggestcorrection.php?clue_id=20027"
"Pliny the Elder, Roman geologist, died while observing this volcano erupting","Vesuvius","http://www.j-archive.com/suggestcorrection.php?clue_id=20010"
"Though not a Pilgrim, he organized their militia & was written up by Longfellow","Miles Standish","http://www.j-archive.com/suggestcorrection.php?clue_id=20015"
"This film's Evergreen earned Barbra a composing Oscar","<i>A Star Is Born</i>","http://www.j-archive.com/suggestcorrection.php?clue_id=20016"
"Type of plant the British call a creeper","a vine","http://www.j-archive.com/suggestcorrection.php?clue_id=20019"
"Via St. Lawrence Seaway, ships from Europe can reach this largest Minnesota port","Duluth","http://www.j-archive.com/suggestcorrection.php?clue_id=20023"
"Extreme economic expansion","inflation","http://www.j-archive.com/suggestcorrection.php?clue_id=20028"
"Earth's atmosphere layer which lies between the troposphere & the mesosphere","the stratosphere","http://www.j-archive.com/suggestcorrection.php?clue_id=20011"
"The kumquat is in this fruit family","citrus","http://www.j-archive.com/suggestcorrection.php?clue_id=20020"
"It's California's 2nd largest in population","San Diego","http://www.j-archive.com/suggestcorrection.php?clue_id=20024"
"What some do before they diet","indulge","http://www.j-archive.com/suggestcorrection.php?clue_id=20029"
"Rainwash, wind action & differential weathering formed this S. Dakota area","the Badlands","http://www.j-archive.com/suggestcorrection.php?clue_id=20012"
"The Cuyahoga River has been known to catch fire in this industrial city:","Cleveland","http://www.j-archive.com/suggestcorrection.php?clue_id=20025"
"Delaware, Iowa, or Dakota","Indians","http://www.j-archive.com/suggestcorrection.php?clue_id=20030"
"She 1st met husband while complaining to S.A.G. about unwanted Communist literature","Nancy Reagan","http://www.j-archive.com/suggestcorrection.php?clue_id=19820"
"It's where relief pitchers, not matadors, warm up","the bullpen","http://www.j-archive.com/suggestcorrection.php?clue_id=19824"
"The Middle East's popular pocket bread","a pita","http://www.j-archive.com/suggestcorrection.php?clue_id=19825"
"A German river or the wine grown on its banks","the Rhine","http://www.j-archive.com/suggestcorrection.php?clue_id=19827"
"What the farmer's wife did to 3 unlucky mice","cut off their tails with a carving knife","http://www.j-archive.com/suggestcorrection.php?clue_id=19829"
"This western topper actually holds only about 3 quarts","a ten-gallon hat","http://www.j-archive.com/suggestcorrection.php?clue_id=19839"
"After 1st breaking the engagement, Lincoln went on to marry her","Mary Todd Lincoln","http://www.j-archive.com/suggestcorrection.php?clue_id=19821"
"Because of this rule, no horse has ever won the Kentucky Derby twice","(only) a 3-year old (can run)","http://www.j-archive.com/suggestcorrection.php?clue_id=19831"
"16th century development of a pig muzzle was a landmark in harvesting this fungus","truffles","http://www.j-archive.com/suggestcorrection.php?clue_id=19826"
"The end of a river that empties into a lake or ocean","the mouth","http://www.j-archive.com/suggestcorrection.php?clue_id=19828"
"Slang for a construction worker","a hardhat","http://www.j-archive.com/suggestcorrection.php?clue_id=19840"
"Virginia Governor Charles Robb's mother-in-law","Lady Bird Johnson","http://www.j-archive.com/suggestcorrection.php?clue_id=19822"
"These 2 former Olympic athletes became movie Tarzans","Buster Crabbe and Johnny Weissmuller","http://www.j-archive.com/suggestcorrection.php?clue_id=19832"
"A small Oriental orange or a division of Chinese cuisine","Mandarin","http://www.j-archive.com/suggestcorrection.php?clue_id=19834"
"Sam Rayburn Reservoir is this state's largest lake","Texas","http://www.j-archive.com/suggestcorrection.php?clue_id=19836"
"'50s fuzzy frontier fad","a Davy Crockett coonskin hat","http://www.j-archive.com/suggestcorrection.php?clue_id=19841"
"In '62 Adlai Stevenson eulogized: She would rather light candles than curse the darkness","Eleanor Roosevelt","http://www.j-archive.com/suggestcorrection.php?clue_id=19823"
"He shouts the commands in crew racing","coxswain","http://www.j-archive.com/suggestcorrection.php?clue_id=19833"
"City Wiener Schnitzel is named for","Vienna","http://www.j-archive.com/suggestcorrection.php?clue_id=19835"
"Located in Oregon, it's the deepest lake in North America","Crater Lake","http://www.j-archive.com/suggestcorrection.php?clue_id=19837"
"Graduate's cap, it sounds like a plasterer's tool","a mortarboard","http://www.j-archive.com/suggestcorrection.php?clue_id=19842"
"Only wife of 1 president & mother of another","Abigail Adams","http://www.j-archive.com/suggestcorrection.php?clue_id=19830"
"Either of 2 Marilyn Monroe films with watery titles","(1 of) <i>Niagara</i> and the <i>River of No Return</i>","http://www.j-archive.com/suggestcorrection.php?clue_id=19838"
"Finned on fish, scaly on lizards, nonexistent on humans & manx cats","tails","http://www.j-archive.com/suggestcorrection.php?clue_id=19843"
"The Eternal City","Rome","http://www.j-archive.com/suggestcorrection.php?clue_id=19846"
"In 1978, this pope reigned for only 34 days","Pope John Paul I","http://www.j-archive.com/suggestcorrection.php?clue_id=19851"
"Number of degrees in a circle","360","http://www.j-archive.com/suggestcorrection.php?clue_id=19853"
"The 1st permanent English settlement in America","Jamestown","http://www.j-archive.com/suggestcorrection.php?clue_id=19858"
"Liz's Nicky","Hilton","http://www.j-archive.com/suggestcorrection.php?clue_id=19861"
"From Latin to gnaw, there are more of this group than all other mammals combined","rodents","http://www.j-archive.com/suggestcorrection.php?clue_id=19844"
"Hitler said this Polish capital must cease to exist; level it","Warsaw","http://www.j-archive.com/suggestcorrection.php?clue_id=19847"
"Colonial Maryland was founded as haven for members of this church","the (Roman) Catholic Church","http://www.j-archive.com/suggestcorrection.php?clue_id=19852"
"Mathematical function people in the Bible were always going forth & doing","multiplying","http://www.j-archive.com/suggestcorrection.php?clue_id=19854"
"Reconstruction was the 13-year period following this","the Civil War","http://www.j-archive.com/suggestcorrection.php?clue_id=19859"
"The film in which Bing sang about a white Christmas & an Easter parade","<i>Holiday Inn</i>","http://www.j-archive.com/suggestcorrection.php?clue_id=19862"
"In mammals, trait determined by presence or absence of Y-chromosome","sex","http://www.j-archive.com/suggestcorrection.php?clue_id=19845"
"Moscow park that was scene of murders investigated in recent best-seller & film","Gorky Park","http://www.j-archive.com/suggestcorrection.php?clue_id=19848"
"Logarithmic tool outmoded by the calculator","a slide rule","http://www.j-archive.com/suggestcorrection.php?clue_id=19855"
"Only U.S. civilians ever executed in America for espionage","Julius and Ethel Rosenberg","http://www.j-archive.com/suggestcorrection.php?clue_id=19860"
"According to Andy Griffith, Everything's good that sits on this cracker","a Ritz","http://www.j-archive.com/suggestcorrection.php?clue_id=19863"
"Since 300 A.D., this region of N.E. France has been traded 7 times by Germany and France","Alsace-Lorraine","http://www.j-archive.com/suggestcorrection.php?clue_id=19849"
"Total meters in a hectometer","100","http://www.j-archive.com/suggestcorrection.php?clue_id=19856"
"In 1959, Maverick won the Emmy for this category, only year it was given","Best Western","http://www.j-archive.com/suggestcorrection.php?clue_id=19864"
"Bavarian village famous for its passion play","Oberammergau","http://www.j-archive.com/suggestcorrection.php?clue_id=19850"
"The formula for its volume is V equals pi r²h","a cylinder","http://www.j-archive.com/suggestcorrection.php?clue_id=19857"
"Muppets commenting from the balcony in the following","Statler and Waldorf","http://www.j-archive.com/suggestcorrection.php?clue_id=19865"
"What the D.C. stands for","the District of Columbia","http://www.j-archive.com/suggestcorrection.php?clue_id=19766"
"Color of a lucky letter day","red","http://www.j-archive.com/suggestcorrection.php?clue_id=19776"
"While 2 of its wheels head toward produce, 1 goes to dairy, the other to checkout","a shopping cart","http://www.j-archive.com/suggestcorrection.php?clue_id=19783"
"Varieties include Chinese & Dijon","mustard","http://www.j-archive.com/suggestcorrection.php?clue_id=19773"
"Turned down to be an Our Gang member, she became top box office star of 1935","Shirley Temple","http://www.j-archive.com/suggestcorrection.php?clue_id=19789"
"The District's oldest neighborhood, it was named for a king","Georgetown","http://www.j-archive.com/suggestcorrection.php?clue_id=19767"
"Johnny Cash is known for wearing only this color on stage","black","http://www.j-archive.com/suggestcorrection.php?clue_id=19777"
"Tennis serve that touches net before dropping into proper court, it's replayed","a let ball","http://www.j-archive.com/suggestcorrection.php?clue_id=19781"
"A sideways handspring","a cartwheel","http://www.j-archive.com/suggestcorrection.php?clue_id=19784"
"Type of food that comes in shapes of bow ties, elbows & wagon wheels","pasta","http://www.j-archive.com/suggestcorrection.php?clue_id=19774"
"Number of the sequel the following was the theme of","Rocky III","http://www.j-archive.com/suggestcorrection.php?clue_id=19790"
"287 miles long, it flows past Washington & induces fever in ambitious politicians","the Potomac River","http://www.j-archive.com/suggestcorrection.php?clue_id=19768"
"Baby, sky, & steel","blue","http://www.j-archive.com/suggestcorrection.php?clue_id=19778"
"You win this when you pick the winners of 2 successive horse races","the Daily Double","http://www.j-archive.com/suggestcorrection.php?clue_id=19771"
"You can load it in your 8-track","a (tape) cartridge","http://www.j-archive.com/suggestcorrection.php?clue_id=19785"
"Also known as an alligator pear","an avocado","http://www.j-archive.com/suggestcorrection.php?clue_id=19775"
"For the first time in '68, the Academy Awards were held in this auditorium, its current home","the Dorothy Chandler Pavilion","http://www.j-archive.com/suggestcorrection.php?clue_id=19791"
"Though this mound rises only 88', it's synonymous with building which stands upon it","Capitol Hill","http://www.j-archive.com/suggestcorrection.php?clue_id=19769"
"Broadway's nickname","the Great White Way","http://www.j-archive.com/suggestcorrection.php?clue_id=19779"
"What the letters in SCUBA stand for","self-contained underwater breathing apparatus","http://www.j-archive.com/suggestcorrection.php?clue_id=19772"
"The 1st graduate of the U.S. Naval Academy to become president","Jimmy Carter","http://www.j-archive.com/suggestcorrection.php?clue_id=19786"
"California vegetable with a crown & a heart","an artichoke","http://www.j-archive.com/suggestcorrection.php?clue_id=19787"
"In his best English Bronx accent he cried Yonder lies the castle of my father","Tony Curtis","http://www.j-archive.com/suggestcorrection.php?clue_id=19792"
"Former Secretary of State for whom Washington, D.C. International Airport is named","John Foster Dulles","http://www.j-archive.com/suggestcorrection.php?clue_id=19770"
"The 3 colors that make up the dots on a color TV screen","blue, green, and red","http://www.j-archive.com/suggestcorrection.php?clue_id=19780"
"On an official archery target, it's the color of the bull's eye","yellow (or gold)","http://www.j-archive.com/suggestcorrection.php?clue_id=19782"
"The non-chocolate version are called blondies","brownies","http://www.j-archive.com/suggestcorrection.php?clue_id=19788"
"Some 40% of this country's land has been reclaimed from the sea","the Netherlands","http://www.j-archive.com/suggestcorrection.php?clue_id=19793"
"A wunnerful, wunnerful bandleader","Lawrence Welk","http://www.j-archive.com/suggestcorrection.php?clue_id=19798"
"White supremacy group depicted as heroes in film classic Birth of a Nation","the Ku Klux Klan","http://www.j-archive.com/suggestcorrection.php?clue_id=19803"
"This red bird is the state bird of 7 states","the cardinal","http://www.j-archive.com/suggestcorrection.php?clue_id=19808"
"Its name comes from the Middle English word bumblen","a bumblebee","http://www.j-archive.com/suggestcorrection.php?clue_id=19811"
"Baby book author who ran for president in '68","Dr. Spock","http://www.j-archive.com/suggestcorrection.php?clue_id=19815"
"Both in size & population, it's largest Scandinavian country","Sweden","http://www.j-archive.com/suggestcorrection.php?clue_id=19794"
"In 1937 he was in the mood to start a band","Glenn Miller","http://www.j-archive.com/suggestcorrection.php?clue_id=19799"
"Name of FBI sting operation that sent 4 former Congressmen to prison in '83","Abscam","http://www.j-archive.com/suggestcorrection.php?clue_id=19804"
"Depending on the species, a bird can have 940 to 25,000 of them","feathers","http://www.j-archive.com/suggestcorrection.php?clue_id=19809"
"Common name of an apiculturist","a beekeeper","http://www.j-archive.com/suggestcorrection.php?clue_id=19812"
"Nickname of late Washington Senator Henry Jackson","Scoop Jackson","http://www.j-archive.com/suggestcorrection.php?clue_id=19816"
"19th century Sardinia took the lead in unifying this country","Italy","http://www.j-archive.com/suggestcorrection.php?clue_id=19795"
"As famous for his marriages as his music; once wed Ava Gardner & Lana Turner","Artie Shaw","http://www.j-archive.com/suggestcorrection.php?clue_id=19800"
"32 inmates & 11 guards were killed in '71 uprising at this NY prison","Attica","http://www.j-archive.com/suggestcorrection.php?clue_id=19805"
"All 16 species of the Hawaiian honeycreeper are on this list","the endangered species list","http://www.j-archive.com/suggestcorrection.php?clue_id=19810"
"A large crowd of bees on the move","a swarm","http://www.j-archive.com/suggestcorrection.php?clue_id=19813"
"U.S. ambassadors to this country have included Anne Armstrong & Joseph Kennedy","Great Britain","http://www.j-archive.com/suggestcorrection.php?clue_id=19817"
"In '67 this last king of Greece went into exile","Constantine (II)","http://www.j-archive.com/suggestcorrection.php?clue_id=19796"
"Benny Goodman got good vibes from him","Lionel Hampton","http://www.j-archive.com/suggestcorrection.php?clue_id=19801"
"Despite his fortunate nickname, this gangster was deported to Italy in '46","""Lucky"" Luciano","http://www.j-archive.com/suggestcorrection.php?clue_id=19806"
"The 3 classes of a honeybee colony","a drone, a queen, and a worker","http://www.j-archive.com/suggestcorrection.php?clue_id=19814"
"Florida Congressman who champions the senior citizen","Claude Pepper","http://www.j-archive.com/suggestcorrection.php?clue_id=19818"
"Only predominantly Muslim country entirely in Europe","Albania","http://www.j-archive.com/suggestcorrection.php?clue_id=19797"
"Royal bandleader whose first two names were Edward Kennedy","Duke Ellington","http://www.j-archive.com/suggestcorrection.php?clue_id=19802"
"He wrote the Howard Hughes autobiography that sent him to jail","Clifford Irving","http://www.j-archive.com/suggestcorrection.php?clue_id=19807"
"Only 4 state governors serve terms this long","two years","http://www.j-archive.com/suggestcorrection.php?clue_id=19819"
"Some 30 years before his cousin's New Deal, he gave us a Square Deal","Theodore Roosevelt","http://www.j-archive.com/suggestcorrection.php?clue_id=19715"
"Nickname for a football","a pigskin","http://www.j-archive.com/suggestcorrection.php?clue_id=19718"
"The longest of the 2 Testaments","the Old","http://www.j-archive.com/suggestcorrection.php?clue_id=19730"
"A small shrub or Reagan's V.P.","a bush","http://www.j-archive.com/suggestcorrection.php?clue_id=19719"
"Arnold Zenker replaced this trusted CBS newsman during a 13-day union strike in 1967","Walter Cronkite","http://www.j-archive.com/suggestcorrection.php?clue_id=19723"
"About 90% of all glass is made from this material","sand","http://www.j-archive.com/suggestcorrection.php?clue_id=19737"
"In 1870s cartoonist Thomas Nast gave Democrats & GOP these symbols","the donkey and the elephant","http://www.j-archive.com/suggestcorrection.php?clue_id=19716"
"A filly becomes a mare at this age","4","http://www.j-archive.com/suggestcorrection.php?clue_id=19726"
