id,name,description,neighborhood_overview,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_verifications,host_has_profile_pic,host_neighbourhood,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,reviews_per_month
90806,Live Like a Local in Mid-City,"Welcome to the heart of the Crescent City.  Easy access to all that New Orleans has to offer.<br /><br /><b>The space</b><br />Cozy and well-appointed one bedroom shotgun-style apartment in a mostly owner occupied diverse neighborhood convenient to all areas of New Orleans. 900 sq. ft. 11 foot ceilings with central air conditioning and heat, ceiling fans throughout, wood floors in living room & bedroom. Heated slate floors in kitchen and bathroom. Bathroom is complete with towels, toiletries and deep clawfoot tub. Kitchen with handcrafted mosaic backsplash, microwave, refrigerator/freezer, gas stove and oven, coffee maker and grinder( drip and french press), toaster oven, dishes, cutlery, pots & pans all included. <br />Queen bed with bedding and linens. Office with desk, sofas in both living room and office (sleeper sofa in office). All utilities with satellite television and wireless internet access included. No washer or dryer in unit but several laundromats are located within a mil",,485705,2011-04-05,"New Orleans, Louisiana, United States",within a day,67%,0%,f,1.0,"['email', 'phone', 'reviews', 'kba']",t,Mid City,t,Mid-City,29.97264,-90.09992,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""TV"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Hangers"", ""Shampoo"", ""Smart lock"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Long term stays allowed"", ""Dedicated workspace"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Hair dryer""]",$110.00,30,365,t,0,0,30,305,141,0,0,2013-07-11,2019-10-22,4.93,4.96,4.92,4.99,4.97,4.9,4.95,17STR-05569,f,1.39
104089,Studio in Unique Historical Creole Home,"Our home is a place for mature travelers, artists, musicians, adventurers and those seeking real slices of New Orleans living.   The house is cozy and inspiring. We aim to have you fall in love with New Orleans and have wonderful memories of your time with us. We do not rent often however at certain moments in the year we open up the side guest studio and invite traveller to stay.<br /><br /><b>The space</b><br />We have a beautiful and private guest room+ office/ studio + living room with  private bathroom and your own entrance   (your own private apartment except a shared kitchen )   in our 160 year old historical home, located deep in the Bywater.  Hear the sounds of trains, tug boats and the odd roosters crowing at sun set and sun rise while being steps away to the famous Vuaghan's Bar, great southern authentic BBQ at the Joint, great old world style and jazz at Bacchanal Fine Wine & Spirits, Solo Espresso  and we are adjacent to the Marigny neighborhood which is home to Frenchman ","Kentucky st not a very well known street in New Orleans because it is tucked away near the canal between the two bridges that lead over to the Lower 9th Ward.  Back in our little pocket there is a mix of everyone.. families, young, old, black, white, brown, artists, working class, dogs, cats, chickens, neat and messy... It is close to stuff while being out of the way and quiet.  Some old timers still think this area is a bit ruff... In the past ten years our area has going through change and even though we still have a<br />Few houses left after Katrina in dis repair, ever year a few more get fixed up and new home owners come in and join our little pocket back here behind the st claude bridge.",249527,2010-09-30,"New Orleans, Louisiana, United States",within an hour,100%,67%,t,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual']",t,Marigny/Bywater,t,Bywater,29.96559,-90.02802,Private room in residential home,Private room,1,1 private bath,1.0,1.0,"[""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""Dryer"", ""Cooking basics"", ""Shampoo"", ""Patio or balcony"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Washer"", ""Indoor fireplace"", ""Backyard"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Keypad"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven""]",$70.00,4,15,t,0,0,4,4,109,1,0,2011-06-21,2021-07-12,4.91,4.88,4.9,4.91,4.87,4.38,4.86,"20STR-32648, 20-OSTR-0835",f,0.86
162525,True NaWlins Flavor,"There are 2 bed rooms, so   4 people/2 couples or friends can be easily accommodated. Please note that this a ""Shotgun style home"" the rooms are one behind the other.  In order to access the bathroom one must walk through the second bedroom, to gain access to the bathroom. MCS or Mayor Council   Permit Number is: MCS # 26652<br />If you have a legal Louisiana Wedding Licenses-I am a registered  Officiant/Minister and can perform marriages as well.   CLICK ON MY PROFILE PICTURE TO SEE MY OTHER LISTING<br /><br /><b>The space</b><br />The opportunity to stay in a civil war era home that has been gently modernized but retains it's original flavor.  Built for a prominent New Orleans's Mistress over a century ago it has remained in the family ever since, it has  a  Large Bathroom with; a shower for 2,  soaking  tub as well, t.v. two large beds one queen, one king, and in a pinch a sofa bed in the living room as well; 2 mini fridges, micro wave, iron and ironing board toaster and ice maker, ","The Area is alive with restaurants, shops, artists and musicians, and is close to the French Quarter- about a mile and a half, but far enough away, so you can relax and unwind, especially if you have been enjoying the delights of Bourbon Street and the French Quarter.",776684,2011-07-04,"New Orleans, Louisiana, United States",within an hour,100%,100%,t,3.0,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']",t,Marigny/Bywater,t,St. Claude,29.96549,-90.04323,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,"[""Air conditioning"", ""Host greets you"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""TV"", ""Fire extinguisher"", ""Single level home"", ""Private entrance"", ""Hangers"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Long term stays allowed"", ""Dedicated workspace"", ""Backyard"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi"", ""Hair dryer""]",$95.00,2,365,t,4,7,11,181,412,57,4,2013-05-23,2021-10-29,4.83,4.87,4.63,4.93,4.96,4.84,4.87,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast",t,4.0
183207,"Frenchmen House ""Rose Room""","Victorian-style 100+ year old house on Frenchmen Street -- home of the best collection of jazz clubs in New Orleans -- and still only blocks from the French Quarter.<br /><br /><b>The space</b><br />ROSE ROOM<br /><br />Frenchmen House is my home.  I share it with my dog, Charles (a huge, cuddly golden retriever), Molly (king of the feline world), and my airbnb guests.  I have three guest rooms.<br /><br />The house retains the architectural details that make New Orleans homes interesting and beautiful -- 13 ft. ceilings, transom windows, original wood floors, and double parlor with functioning pocket doors.  Very few renovations have altered this original home, and its charm represents the homes of its era.  The house is a side-hall shotgun, so unlike a traditional shotgun, one does not have to walk thru each room to get to the next.<br /><br />Great backyard for entertaining -- very private courtyard setting.  Smoking is allowed in the backyard.<br /><br />PARKING:  Easy on street pa","I love that my neighborhood is just far enough away from the hubbub to be (relatively) quiet and actually be able to park a car, yet close enough to be in the midst of it all with a very short walk.",437783,2011-03-12,"New Orleans, Louisiana, United States",within an hour,100%,100%,t,3.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,Marigny/Bywater,t,Marigny,29.96811,-90.05905,Private room in residential home,Private room,2,2 shared baths,1.0,1.0,"[""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""Dryer"", ""Fire extinguisher"", ""Single level home"", ""Cooking basics"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""BBQ grill"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Backyard"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Keypad"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Hair dryer""]",$79.00,1,30,t,6,26,51,51,720,30,5,2012-10-16,2021-10-18,4.82,4.83,4.75,4.91,4.88,4.63,4.81,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast",t,6.53
184478,Northside Bayou Quarters,"Beautiful very large Colonial home near University of New Orleans Lake Front Campus and just steps from Bayou Saint John & Lake Ponchatrain ,,, very quiet, smoke free  environment.<br /><br /><b>The space</b><br />Although this home is shared, guest have private room when staying.<br /><br /><b>Guest access</b><br />Guest have access to full kitchen, dining room, living room and laundry areas.<br /><br /><b>Other things to note</b><br />Contact host for lockbox code.<br /><br /><b>License number</b><br />19str-24335, 19-OSTR-1234",Very mature and quiet atmosphere near City Park.,884946,2011-07-28,"New Orleans, Louisiana, United States",a few days or more,0%,0%,f,1.0,"['phone', 'offline_government_id', 'government_id']",t,Filmore,f,Fillmore,30.01387,-90.08049,Private room in residential home,Private room,4,1 shared bath,2.0,2.0,"[""TV"", ""Fire extinguisher"", ""Air conditioning"", ""Smoke alarm"", ""Iron"", ""Heating"", ""Private entrance"", ""Hangers"", ""First aid kit"", ""Lock on bedroom door"", ""Essentials"", ""Breakfast"", ""Long term stays allowed"", ""Wifi"", ""Carbon monoxide alarm"", ""Hair dryer""]",$199.00,2,730,t,29,59,89,364,2,0,0,2020-02-23,2020-02-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"19str-24335, 19-OSTR-1234",f,0.1
204998,"2 Bed, 2.5 Bath Comfort near French Quarter","This elegant apartment blends historic New Orleans charm with a prime location, just 4 blocks from the French Quarter, and plenty of amenities. There are 2 private bedrooms, each with it's own inset full bathroom, a modern kitchen, washer & dryer and off street parking. You're just minutes from everything New Orleans has to offer by car or by foot. Let the fun begin!<br /><br /><b>The space</b><br />Set in the heart of the historic Treme district, this studio is the perfect blend of modern architecture with old world charm.  Just blocks away from antique shops, great restaurants, and entertaining nightlife, this charming studio offers a relaxing ambiance within the lovely neighborhood.<br /><br />This 1100 square foot 2-bedroom, 2&1/2 bathroom studio comfortably sleeps up to six.  It features hardwood floors, high ceilings, bedroom skylights, and a spacious kitchen with an island.   <br /><br />Off-street parking is included on site. <br /><br />Key Amenities:<br /><br />•Fully equippe",,1006034,2011-08-22,"New Orleans, Louisiana, United States",,,,f,3.0,"['email', 'phone', 'reviews']",t,Treme,f,Treme - Lafitte,29.9678,-90.06675,Entire rental unit,Entire home/apt,4,2.5 baths,2.0,2.0,"[""Air conditioning"", ""Host greets you"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""TV"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Dishwasher"", ""Hangers"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Backyard"", ""Iron"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Hair dryer""]",$200.00,3,365,t,0,0,0,0,196,4,2,2017-05-08,2021-11-01,4.65,4.78,4.74,4.84,4.76,4.44,4.64,"19STR-26370, 19-OSTR-2637",f,3.57
205008,Muse Suite- Near French Quarter,"Perfect for travelers looking to experience a blend of New Orleans’ southern charm and eclectic entertainment. Near great restaurants & entertaining nightlife, this charming apartment offers a relaxing ambiance within the lovely neighborhood.<br /><br /><b>The space</b><br />Located just one block from the French Quarter in the historic Treme district, this 1400 square foot charming 2-bedroom, 2 ½ -bathroom house is right around the corner from world class restaurants, live music, and famous art galleries.<br /><br />Housed in a turn-of-the-century Acadian-style double, this luxurious unit reflects New Orlean's charm with its vintage art, restored fireplace fixtures, and beautiful tapestries.  Enjoy the natural lighting welcomed by the 10ft tall windows in the downstairs living area.  <br /><br />The unit has two spacious bedrooms, walk-in closets, tiled bathrooms with large vanities, and a bathtub Jacuzzi in the master bedroom.  <br /><br />Off street parking is included on site.<br /",,1006034,2011-08-22,"New Orleans, Louisiana, United States",,,,f,3.0,"['email', 'phone', 'reviews']",t,Treme,f,Treme - Lafitte,29.96719,-90.07033,Entire townhouse,Entire home/apt,4,2.5 baths,2.0,2.0,"[""Air conditioning"", ""Host greets you"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""TV"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Dishwasher"", ""Hangers"", ""Bed linens"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Hair dryer""]",$210.00,3,365,t,25,52,79,157,279,3,1,2015-04-10,2021-11-01,4.84,4.93,4.88,4.86,4.73,4.47,4.82,"19STR-26373, 19-OSTR-2637",f,3.48
215991,Quintessentially New Orleans,"You must message us before booking.<br /><br /><b>The space</b><br />**YOU MUST MESSAGE US BEFORE HITTING THE BOOK BUTTON!!!!<br /><br />My spacious home is nestled in one of the most sought after parts of the city, The City Park Triangle. You are within walking distance to Jazz Fest, Voodoo Fest, New Orleans Museum of Art, Bayou St. John, City Park and the Street Car Line. (You can hear the festival music when you open the windows and your a half block off the Mardi Gras parade route)<br /><br />Mid-City is a great location. You can access all the popular neighborhoods with ease - the French Quarter, Central Business District, the Warehouse District, the Convention Center, Uptown and the Garden District, while experiencing life in a real NOLA neighborhood. Close to coffee shops, Po-Boy shops and locally loved restaurants. Couple of bars near if you get thirsty, but you’re safely located in a calm & relaxed neighborhood. <br /><br />Our stylish 3 bedroom, 1600 sq. ft. spacious apartmen",mid city is the perfect location....10 min to everything.....next door to city park and close to street car.....our bikes are available for neighborhood rides,1093198,2011-08-31,"New Orleans, Louisiana, United States",,,71%,t,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,City Park,t,City Park,29.98111,-90.09505,Entire residential home,Entire home/apt,6,1 bath,3.0,3.0,"[""TV with standard cable"", ""Hair dryer"", ""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Babysitter recommendations"", ""Dishwasher"", ""Hangers"", ""Shampoo"", ""Patio or balcony"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Dedicated workspace"", ""Children\u2019s books and toys"", ""Backyard"", ""Iron"", ""Heating"", ""Outdoor furniture"", ""Fire pit"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Cable TV""]",$327.00,2,1125,t,0,0,0,98,209,9,0,2011-11-22,2021-07-03,4.91,4.92,4.72,4.98,4.94,4.86,4.83,"19STR-20977, 19-OSTR-20977",f,1.72
228560,La Boheme de Marigny - Historic Creole Cottage,"La Boheme de Marigny is an authentic 1800's creole cottage in the hip Marigny neighborhood. Close to the best of everything and a safe walk to the French Quarter, Bourbon, Canal, and Frenchman Street, the Bywater, and Jazz Fest. The cottage has 3 SEPARATE rooms, barge wood walls, and beadboard ceilings. It is comfortable and quaint, but NOT fancy. Each room has a private bath, 2 rooms have full kitchens. Cottage guests have exclusive access to the laundry room and water cooler, outdoor patio.<br /><br /><b>The space</b><br />La Bohème de Marigny, is a historic Creole cottage, located in the Marigny Triangle, steps away from the French Quarter. This artistically vibrant neighborhood was recently featured in ""Travel & Leisure"" magazine as one of the ""trendiest in the nation.""  Around the corner is Frenchmen Street, the hub of the New Orleans music scene.  Stroll through French Quarter, shop, and dine at the French market, and when you are ready for a break, come back to relax, refresh, r","You will not find a safer, more central neighborhood than the Marigny.  We are a 10 minute walk to the the French Quarter, the French Market, the trolley and the Mighty Mississippi. Frenchman street, arguably the best street for dining and music in town, is only one block away. Most nights, just open your windows and you can enjoy some of the best street music the city has to offer. ""Horns"", an excellent southern eclectic restaurant open early and late, is right across the street from the house. Tumble out of bed, and head over in your pjs!",1192986,2011-09-21,"New Orleans, Louisiana, United States",,,,f,2.0,"['email', 'phone', 'reviews', 'kba']",t,Marigny/Bywater,t,Marigny,29.96524,-90.05901,Entire bungalow,Entire home/apt,6,3 baths,3.0,4.0,"[""TV with standard cable"", ""Hair dryer"", ""Air conditioning"", ""Refrigerator"", ""Security cameras on property"", ""Essentials"", ""Microwave"", ""Room-darkening shades"", ""Coffee maker"", ""Dryer"", ""Fire extinguisher"", ""Single level home"", ""Cooking basics"", ""Private entrance"", ""Babysitter recommendations"", ""Shared patio or balcony"", ""Hangers"", ""Shampoo"", ""Baby monitor"", ""Bed linens"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Stove"", ""Outdoor dining area"", ""Washer"", ""Long term stays allowed"", ""Bathtub"", ""Dedicated workspace"", ""Window guards"", ""Indoor fireplace"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Outdoor furniture"", ""Dishes and silverware"", ""Free street parking"", ""Keypad"", ""Luggage dropoff allowed"", ""Wifi"", ""Oven"", ""Cable TV"", ""Private fenced garden or backyard""]",$425.00,2,365,t,10,33,62,126,78,7,0,2019-03-04,2021-10-04,4.82,4.88,4.68,4.95,4.97,4.97,4.77,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast",f,2.39
240258,Maison Marais 2,"Maison Marais 2, #17STR-05400, is an “amazing” one-bedroom deluxe unit in a heritage shotgun house with high ceilings, hardwood floors and spacious rooms. “A top-notch experience” just three blocks from a streetcar line &steps from the very popular St Roch Market — with food-truck-style vendors, coffee, cocktail and oyster bars—you’re in the heart of the St Claude Avenue arts and entertainment area and an easy walk to the music on Frenchman Street or the excitement of the fabled French Quarter.<br /><br /><b>The space</b><br />“The apartment was spacious, stylish and sparkling clean,” enthuses Jenny. “We highly recommend staying here!”<br /><br />...you’ll be living like a local on the edge of the historic Faubourg Marigny — and not too far from buzz-worthy Bywater. These pleasant, mostly residential neighborhoods offer some of NOLA's best restaurants, coffee shops and music venues along with several innovative art spaces.<br /><br />“[Georgia's] house is stylish, comfortable and well ","This is a vibrant, diverse neighborhood of mostly long-time residents and families living in houses that vary in style from Cajun Cottage to 1950s modern. The busy St Roch Market is a focal point and an attraction for local foodies — it’s just steps away and has a dozen or so vendors including coffee, juice, cocktail and oyster bars. The Market is open from 7am until 10pm (11pm Friday and Saturday) with happy hour from 4-6pm weekdays when there are food specials too. <br /><br />“The St. Roch market is an ABSOLUTE MUST. No matter how many people you go with there is something yummy to eat and a decent bar.” (Jay, 2017)",391462,2011-02-14,"New Orleans, Louisiana, United States",within an hour,100%,95%,t,3.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,St. Claude/St. Roch,t,St. Roch,29.96929,-90.05172,Entire townhouse,Entire home/apt,3,1 bath,1.0,2.0,"[""Air conditioning"", ""Refrigerator"", ""Essentials"", ""Microwave"", ""Coffee maker"", ""Fire extinguisher"", ""Single level home"", ""Private entrance"", ""Hangers"", ""Shampoo"", ""Smart lock"", ""Bed linens"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""First aid kit"", ""Long term stays allowed"", ""Dedicated workspace"", ""Iron"", ""Extra pillows and blankets"", ""Heating"", ""Dishes and silverware"", ""Free street parking"", ""Luggage dropoff allowed"", ""Wifi"", ""Hair dryer""]",$95.00,3,365,t,10,22,50,297,499,21,0,2012-05-13,2021-08-22,4.89,4.92,4.94,4.93,4.94,4.59,4.86,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast",f,4.32
